difficulty,first_error,from_state,to_state,group,count,min,q1,median,q3,max
E,Wrong Answer,Runtime Error,Accepted,G6,1098,7,68.25,149.0,418.0,42896
E,Wrong Answer,Runtime Error,Compile Error,G3,4,36,52.5,96.0,140.25,159
E,Wrong Answer,Runtime Error,Compile Error,G4,4,100,211.75,254.5,271.0,304
E,Wrong Answer,Runtime Error,Compile Error,G5,23,16,96.0,359.0,1160.0,33688
E,Wrong Answer,Runtime Error,Compile Error,G6,68,16,86.5,212.5,399.75,34945
E,Wrong Answer,Runtime Error,Runtime Error,G2,9,83,132.0,200.0,293.0,921
E,Wrong Answer,Runtime Error,Runtime Error,G3,13,55,99.0,143.0,282.0,1098
E,Wrong Answer,Runtime Error,Runtime Error,G4,85,10,84.0,164.0,336.0,6874
E,Wrong Answer,Runtime Error,Runtime Error,G5,544,6,79.75,155.5,359.25,37793
E,Wrong Answer,Runtime Error,Runtime Error,G6,1952,5,72.0,149.0,339.0,42739
E,Wrong Answer,Runtime Error,Time Limit Exceeded,G2,1,101,101.0,101.0,101.0,101
E,Wrong Answer,Runtime Error,Time Limit Exceeded,G3,11,23,53.5,86.0,183.5,976
E,Wrong Answer,Runtime Error,Time Limit Exceeded,G4,19,23,57.5,230.0,543.5,1747
E,Wrong Answer,Runtime Error,Time Limit Exceeded,G5,127,16,80.5,182.0,403.0,18449
E,Wrong Answer,Runtime Error,Time Limit Exceeded,G6,310,10,67.25,162.5,435.0,40468
E,Wrong Answer,Runtime Error,Wrong Answer,G2,2,43,182.25,321.5,460.75,600
E,Wrong Answer,Runtime Error,Wrong Answer,G3,13,39,66.0,152.0,330.0,1842
E,Wrong Answer,Runtime Error,Wrong Answer,G4,70,26,62.5,128.0,469.25,35133
E,Wrong Answer,Runtime Error,Wrong Answer,G5,487,13,62.5,153.0,425.0,42895
E,Wrong Answer,Runtime Error,Wrong Answer,G6,1977,5,71.0,156.0,434.0,42015
E,Wrong Answer,Time Limit Exceeded,Accepted,G5,400,11,150.5,393.0,1118.25,42141
E,Wrong Answer,Time Limit Exceeded,Accepted,G6,1704,8,161.0,425.5,1232.0,42416
E,Wrong Answer,Time Limit Exceeded,Compile Error,G3,3,245,309.5,374.0,404.0,434
E,Wrong Answer,Time Limit Exceeded,Compile Error,G4,3,161,312.0,463.0,782.0,1101
E,Wrong Answer,Time Limit Exceeded,Compile Error,G5,32,16,169.75,281.5,706.5,7601
E,Wrong Answer,Time Limit Exceeded,Compile Error,G6,122,19,140.0,378.5,1083.75,41121
E,Wrong Answer,Time Limit Exceeded,Runtime Error,G2,2,247,250.0,253.0,256.0,259
E,Wrong Answer,Time Limit Exceeded,Runtime Error,G3,12,52,167.75,350.0,1503.75,3134
E,Wrong Answer,Time Limit Exceeded,Runtime Error,G4,18,70,226.5,566.5,844.0,2942
E,Wrong Answer,Time Limit Exceeded,Runtime Error,G5,157,7,264.0,535.0,1286.0,43070
E,Wrong Answer,Time Limit Exceeded,Runtime Error,G6,342,19,186.0,480.5,1283.5,37113
E,Wrong Answer,Time Limit Exceeded,Time Limit Exceeded,G1,3,267,300.0,333.0,617.5,902
E,Wrong Answer,Time Limit Exceeded,Time Limit Exceeded,G2,19,8,150.0,176.0,472.5,3541
E,Wrong Answer,Time Limit Exceeded,Time Limit Exceeded,G3,65,46,200.0,464.0,988.0,40741
E,Wrong Answer,Time Limit Exceeded,Time Limit Exceeded,G4,154,15,162.75,381.5,992.0,39302
E,Wrong Answer,Time Limit Exceeded,Time Limit Exceeded,G5,1037,7,129.0,291.0,674.0,41838
E,Wrong Answer,Time Limit Exceeded,Time Limit Exceeded,G6,3197,6,129.0,267.0,566.0,42270
E,Wrong Answer,Time Limit Exceeded,Wrong Answer,G2,6,410,436.5,720.5,2042.5,6068
E,Wrong Answer,Time Limit Exceeded,Wrong Answer,G3,20,41,201.5,576.5,1045.5,6092
E,Wrong Answer,Time Limit Exceeded,Wrong Answer,G4,73,32,245.0,495.0,1369.0,7948
E,Wrong Answer,Time Limit Exceeded,Wrong Answer,G5,499,10,166.0,394.0,946.5,42758
E,Wrong Answer,Time Limit Exceeded,Wrong Answer,G6,1432,8,147.0,369.5,890.5,43114
E,Wrong Answer,Wrong Answer,Accepted,G5,6749,10,136.0,328.0,892.0,43092
E,Wrong Answer,Wrong Answer,Accepted,G6,34137,6,138.0,325.0,834.0,43154
E,Wrong Answer,Wrong Answer,Compile Error,G2,7,63,266.5,377.0,540.5,948
E,Wrong Answer,Wrong Answer,Compile Error,G3,17,82,217.0,438.0,853.0,3339
E,Wrong Answer,Wrong Answer,Compile Error,G4,62,19,134.25,375.5,727.5,11690
E,Wrong Answer,Wrong Answer,Compile Error,G5,462,23,136.5,303.5,850.5,42399
E,Wrong Answer,Wrong Answer,Compile Error,G6,1469,8,125.0,296.0,860.0,42925
E,Wrong Answer,Wrong Answer,Runtime Error,G2,8,137,264.5,572.0,1068.25,2900
E,Wrong Answer,Wrong Answer,Runtime Error,G3,35,64,211.5,385.0,1029.5,5007
E,Wrong Answer,Wrong Answer,Runtime Error,G4,146,40,225.5,575.5,1058.5,36652
E,Wrong Answer,Wrong Answer,Runtime Error,G5,944,18,249.75,616.5,1525.0,42914
E,Wrong Answer,Wrong Answer,Runtime Error,G6,3379,9,169.0,440.0,1196.0,42032
E,Wrong Answer,Wrong Answer,Time Limit Exceeded,G1,3,139,714.0,1289.0,6752.5,12216
E,Wrong Answer,Wrong Answer,Time Limit Exceeded,G2,29,19,231.0,428.0,870.0,3407
E,Wrong Answer,Wrong Answer,Time Limit Exceeded,G3,93,18,167.0,415.0,1066.0,37349
E,Wrong Answer,Wrong Answer,Time Limit Exceeded,G4,295,15,207.0,496.0,1134.0,42280
E,Wrong Answer,Wrong Answer,Time Limit Exceeded,G5,1425,15,164.0,431.0,1124.0,43016
E,Wrong Answer,Wrong Answer,Time Limit Exceeded,G6,4050,6,193.25,460.5,1225.75,43195
E,Wrong Answer,Wrong Answer,Wrong Answer,G1,13,105,156.0,244.0,488.0,2804
E,Wrong Answer,Wrong Answer,Wrong Answer,G2,143,5,135.0,318.0,739.5,40085
E,Wrong Answer,Wrong Answer,Wrong Answer,G3,607,20,124.5,322.0,714.0,42717
E,Wrong Answer,Wrong Answer,Wrong Answer,G4,2574,6,134.0,299.5,692.25,41078
E,Wrong Answer,Wrong Answer,Wrong Answer,G5,16838,5,127.0,291.5,691.0,43123
E,Wrong Answer,Wrong Answer,Wrong Answer,G6,63780,0,125.0,285.0,675.0,43183
