group,RJ_pattern,resolution_time_sec
G5,Runtime Error+Time Limit Exceeded,1950
G5,Runtime Error+Time Limit Exceeded,899
G5,Runtime Error+Time Limit Exceeded,1586
G5,Runtime Error+Time Limit Exceeded,5856
G5,Runtime Error+Time Limit Exceeded,1930
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2472
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,429
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3252
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,18378
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1484
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,9476
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1135
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2116
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,455
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5094
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5999
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2686
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,8086
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,22526
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3770
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,10307
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,9051
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1923
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2379
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3969
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,11016
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5500
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1613
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,25004
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,7988
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,41317
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,9079
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,7192
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5342
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2954
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,37917
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4669
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,42206
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5059
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5446
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5604
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,703
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,15088
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,9337
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1131
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2670
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,9778
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2872
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,42368
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1001
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,8873
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4858
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4305
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6283
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2149
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,14844
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3976
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1405
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1046
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,7338
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4378
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6159
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,7594
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1991
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,10504
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5329
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5259
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,10097
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,10354
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2296
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3153
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3100
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2777
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1831
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,39590
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,38486
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,427
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3145
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5857
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5254
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1920
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6901
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3241
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2472
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5297
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,24803
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5364
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,10820
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,7569
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2916
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,11296
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3138
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2734
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1894
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3189
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2261
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,10773
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,11006
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,7993
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1263
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,16937
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,16934
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3832
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,10048
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6960
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,35396
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2731
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,18592
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2764
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4632
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6432
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4135
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,11720
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5327
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2697
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5442
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,10047
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6067
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1363
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1886
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1545
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1201
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,7620
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,41374
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2270
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,403
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,567
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,24606
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,13550
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,7120
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1251
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3913
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,894
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1173
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2082
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1965
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1447
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3203
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1249
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5002
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3116
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2467
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6793
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2015
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,10704
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,35771
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6521
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,16085
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,36384
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,13205
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,19384
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6302
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3245
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3362
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6184
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2317
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2323
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5831
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,20093
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4615
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,11141
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2328
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2644
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3390
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1868
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3971
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3015
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3037
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6870
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,10576
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3017
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,42333
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3881
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1939
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2404
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2877
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,7458
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3335
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2465
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,8718
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2042
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,7982
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,26419
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,18438
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5396
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3744
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4258
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4993
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,37311
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1765
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1644
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,12895
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2902
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1817
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3837
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,9281
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,21203
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5182
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,13749
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2293
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,10283
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6191
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,425
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5787
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4338
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1337
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,9358
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6493
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1629
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2440
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,15569
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5486
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5281
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3139
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6347
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,43099
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4281
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,13618
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5450
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3655
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2925
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1202
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6261
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,8819
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4900
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,9261
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4426
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4318
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4578
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4585
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5823
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,12820
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,8623
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4230
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1299
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3031
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2932
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4314
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5429
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,23016
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,12983
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2759
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,857
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1829
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1223
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2102
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,11004
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2461
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,7700
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,7004
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,12408
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,36364
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,22218
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6231
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,10684
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,10889
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4520
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,18400
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,8334
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2085
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,40067
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2416
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6354
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,38274
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,7626
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1403
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,14956
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6817
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1109
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,763
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4562
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5478
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,40775
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5109
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,9463
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1912
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,6884
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,18303
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5182
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4458
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,35356
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3627
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5283
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3336
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,11555
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,13528
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,35694
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3735
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5684
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,12794
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1028
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2678
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,20379
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5393
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1840
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,7364
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4419
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,42010
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4170
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,7686
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4017
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4768
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4372
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2433
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,38327
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,11154
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2148
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3571
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,30510
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1137
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4462
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4557
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,37201
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,5068
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3024
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1207
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,20814
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,20622
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3485
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1652
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,546
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,16434
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,3178
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1329
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,2412
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,1877
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,4676
G5,Runtime Error+Time Limit Exceeded+Wrong Answer,12242
G5,Runtime Error+Wrong Answer,2082
G5,Runtime Error+Wrong Answer,3353
G5,Runtime Error+Wrong Answer,230
G5,Runtime Error+Wrong Answer,587
G5,Runtime Error+Wrong Answer,1863
G5,Runtime Error+Wrong Answer,1289
G5,Runtime Error+Wrong Answer,10187
G5,Runtime Error+Wrong Answer,994
G5,Runtime Error+Wrong Answer,419
G5,Runtime Error+Wrong Answer,486
G5,Runtime Error+Wrong Answer,10024
G5,Runtime Error+Wrong Answer,1092
G5,Runtime Error+Wrong Answer,1971
G5,Runtime Error+Wrong Answer,1418
G5,Runtime Error+Wrong Answer,638
G5,Runtime Error+Wrong Answer,2097
G5,Runtime Error+Wrong Answer,21167
G5,Runtime Error+Wrong Answer,1304
G5,Runtime Error+Wrong Answer,1366
G5,Runtime Error+Wrong Answer,4226
G5,Runtime Error+Wrong Answer,2676
G5,Runtime Error+Wrong Answer,6429
G5,Runtime Error+Wrong Answer,6121
G5,Runtime Error+Wrong Answer,5346
G5,Runtime Error+Wrong Answer,693
G5,Runtime Error+Wrong Answer,1422
G5,Runtime Error+Wrong Answer,1841
G5,Runtime Error+Wrong Answer,857
G5,Runtime Error+Wrong Answer,3484
G5,Runtime Error+Wrong Answer,1030
G5,Runtime Error+Wrong Answer,925
G5,Runtime Error+Wrong Answer,1222
G5,Runtime Error+Wrong Answer,4049
G5,Runtime Error+Wrong Answer,1971
G5,Runtime Error+Wrong Answer,11965
G5,Runtime Error+Wrong Answer,5498
G5,Runtime Error+Wrong Answer,9502
G5,Runtime Error+Wrong Answer,472
G5,Runtime Error+Wrong Answer,1452
G5,Runtime Error+Wrong Answer,15949
G5,Runtime Error+Wrong Answer,2042
G5,Runtime Error+Wrong Answer,8138
G5,Runtime Error+Wrong Answer,287
G5,Runtime Error+Wrong Answer,10330
G5,Runtime Error+Wrong Answer,1551
G5,Runtime Error+Wrong Answer,2039
G5,Runtime Error+Wrong Answer,368
G5,Runtime Error+Wrong Answer,2366
G5,Runtime Error+Wrong Answer,1550
G5,Runtime Error+Wrong Answer,10636
G5,Runtime Error+Wrong Answer,777
G5,Runtime Error+Wrong Answer,875
G5,Runtime Error+Wrong Answer,100
G5,Runtime Error+Wrong Answer,7126
G5,Runtime Error+Wrong Answer,382
G5,Runtime Error+Wrong Answer,339
G5,Runtime Error+Wrong Answer,2673
G5,Runtime Error+Wrong Answer,18749
G5,Runtime Error+Wrong Answer,1266
G5,Runtime Error+Wrong Answer,1910
G5,Runtime Error+Wrong Answer,17338
G5,Runtime Error+Wrong Answer,240
G5,Runtime Error+Wrong Answer,1276
G5,Runtime Error+Wrong Answer,1203
G5,Runtime Error+Wrong Answer,650
G5,Runtime Error+Wrong Answer,440
G5,Runtime Error+Wrong Answer,2266
G5,Runtime Error+Wrong Answer,2685
G5,Runtime Error+Wrong Answer,178
G5,Runtime Error+Wrong Answer,1935
G5,Runtime Error+Wrong Answer,15172
G5,Runtime Error+Wrong Answer,989
G5,Runtime Error+Wrong Answer,748
G5,Runtime Error+Wrong Answer,4489
G5,Runtime Error+Wrong Answer,5157
G5,Runtime Error+Wrong Answer,1950
G5,Runtime Error+Wrong Answer,10399
G5,Runtime Error+Wrong Answer,6508
G5,Runtime Error+Wrong Answer,2157
G5,Runtime Error+Wrong Answer,10095
G5,Runtime Error+Wrong Answer,9100
G5,Runtime Error+Wrong Answer,1138
G5,Runtime Error+Wrong Answer,7525
G5,Runtime Error+Wrong Answer,1069
G5,Runtime Error+Wrong Answer,163
G5,Runtime Error+Wrong Answer,277
G5,Runtime Error+Wrong Answer,7469
G5,Runtime Error+Wrong Answer,7871
G5,Runtime Error+Wrong Answer,6272
G5,Runtime Error+Wrong Answer,416
G5,Runtime Error+Wrong Answer,3059
G5,Runtime Error+Wrong Answer,1563
G5,Runtime Error+Wrong Answer,12492
G5,Runtime Error+Wrong Answer,647
G5,Runtime Error+Wrong Answer,39136
G5,Runtime Error+Wrong Answer,10839
G5,Runtime Error+Wrong Answer,1528
G5,Runtime Error+Wrong Answer,1936
G5,Runtime Error+Wrong Answer,1226
G5,Runtime Error+Wrong Answer,823
G5,Runtime Error+Wrong Answer,11577
G5,Runtime Error+Wrong Answer,2659
G5,Runtime Error+Wrong Answer,4077
G5,Runtime Error+Wrong Answer,1516
G5,Runtime Error+Wrong Answer,1729
G5,Runtime Error+Wrong Answer,8376
G5,Runtime Error+Wrong Answer,21890
G5,Runtime Error+Wrong Answer,2094
G5,Runtime Error+Wrong Answer,1490
G5,Runtime Error+Wrong Answer,4664
G5,Runtime Error+Wrong Answer,2935
G5,Runtime Error+Wrong Answer,810
G5,Runtime Error+Wrong Answer,1465
G5,Runtime Error+Wrong Answer,25133
G5,Runtime Error+Wrong Answer,4068
G5,Runtime Error+Wrong Answer,654
G5,Runtime Error+Wrong Answer,40756
G5,Runtime Error+Wrong Answer,40074
G5,Runtime Error+Wrong Answer,997
G5,Runtime Error+Wrong Answer,3529
G5,Runtime Error+Wrong Answer,653
G5,Runtime Error+Wrong Answer,2005
G5,Runtime Error+Wrong Answer,1494
G5,Runtime Error+Wrong Answer,1293
G5,Runtime Error+Wrong Answer,4579
G5,Runtime Error+Wrong Answer,665
G5,Runtime Error+Wrong Answer,1052
G5,Runtime Error+Wrong Answer,1928
G5,Runtime Error+Wrong Answer,2253
G5,Runtime Error+Wrong Answer,4446
G5,Runtime Error+Wrong Answer,2667
G5,Runtime Error+Wrong Answer,2082
G5,Runtime Error+Wrong Answer,2547
G5,Runtime Error+Wrong Answer,42413
G5,Runtime Error+Wrong Answer,726
G5,Runtime Error+Wrong Answer,4447
G5,Runtime Error+Wrong Answer,2537
G5,Runtime Error+Wrong Answer,1221
G5,Runtime Error+Wrong Answer,1142
G5,Runtime Error+Wrong Answer,5647
G5,Runtime Error+Wrong Answer,11682
G5,Runtime Error+Wrong Answer,43143
G5,Runtime Error+Wrong Answer,496
G5,Runtime Error+Wrong Answer,3210
G5,Runtime Error+Wrong Answer,2919
G5,Runtime Error+Wrong Answer,5844
G5,Runtime Error+Wrong Answer,2934
G5,Runtime Error+Wrong Answer,3041
G5,Runtime Error+Wrong Answer,1694
G5,Runtime Error+Wrong Answer,3483
G5,Runtime Error+Wrong Answer,33390
G5,Runtime Error+Wrong Answer,1029
G5,Runtime Error+Wrong Answer,9616
G5,Runtime Error+Wrong Answer,6611
G5,Runtime Error+Wrong Answer,8254
G5,Runtime Error+Wrong Answer,6841
G5,Runtime Error+Wrong Answer,24003
G5,Runtime Error+Wrong Answer,3212
G5,Runtime Error+Wrong Answer,1876
G5,Runtime Error+Wrong Answer,4487
G5,Runtime Error+Wrong Answer,1209
G5,Runtime Error+Wrong Answer,14907
G5,Runtime Error+Wrong Answer,2990
G5,Runtime Error+Wrong Answer,6927
G5,Runtime Error+Wrong Answer,924
G5,Runtime Error+Wrong Answer,944
G5,Runtime Error+Wrong Answer,3265
G5,Runtime Error+Wrong Answer,4697
G5,Runtime Error+Wrong Answer,2302
G5,Runtime Error+Wrong Answer,4877
