group,RJ_pattern,resolution_time_sec
G6,Runtime Error+Time Limit Exceeded,1197
G6,Runtime Error+Time Limit Exceeded,12978
G6,Runtime Error+Time Limit Exceeded,631
G6,Runtime Error+Time Limit Exceeded,957
G6,Runtime Error+Time Limit Exceeded,1188
G6,Runtime Error+Time Limit Exceeded,1193
G6,Runtime Error+Time Limit Exceeded,163
G6,Runtime Error+Time Limit Exceeded,459
G6,Runtime Error+Time Limit Exceeded,1209
G6,Runtime Error+Time Limit Exceeded,2614
G6,Runtime Error+Time Limit Exceeded,536
G6,Runtime Error+Time Limit Exceeded,403
G6,Runtime Error+Time Limit Exceeded,1615
G6,Runtime Error+Time Limit Exceeded,229
G6,Runtime Error+Time Limit Exceeded,272
G6,Runtime Error+Time Limit Exceeded,10647
G6,Runtime Error+Time Limit Exceeded,150
G6,Runtime Error+Time Limit Exceeded,395
G6,Runtime Error+Time Limit Exceeded,511
G6,Runtime Error+Time Limit Exceeded,732
G6,Runtime Error+Time Limit Exceeded,633
G6,Runtime Error+Time Limit Exceeded,4916
G6,Runtime Error+Time Limit Exceeded,2054
G6,Runtime Error+Time Limit Exceeded,546
G6,Runtime Error+Time Limit Exceeded,5385
G6,Runtime Error+Time Limit Exceeded,3076
G6,Runtime Error+Time Limit Exceeded,963
G6,Runtime Error+Time Limit Exceeded,4200
G6,Runtime Error+Time Limit Exceeded,71
G6,Runtime Error+Time Limit Exceeded,8226
G6,Runtime Error+Time Limit Exceeded,1369
G6,Runtime Error+Time Limit Exceeded,3209
G6,Runtime Error+Time Limit Exceeded,73
G6,Runtime Error+Time Limit Exceeded,719
G6,Runtime Error+Time Limit Exceeded,2897
G6,Runtime Error+Time Limit Exceeded,449
G6,Runtime Error+Time Limit Exceeded,3448
G6,Runtime Error+Time Limit Exceeded,3397
G6,Runtime Error+Time Limit Exceeded,8688
G6,Runtime Error+Time Limit Exceeded,3399
G6,Runtime Error+Time Limit Exceeded,838
G6,Runtime Error+Time Limit Exceeded,3091
G6,Runtime Error+Time Limit Exceeded,84
G6,Runtime Error+Time Limit Exceeded,706
G6,Runtime Error+Time Limit Exceeded,511
G6,Runtime Error+Time Limit Exceeded,103
G6,Runtime Error+Time Limit Exceeded,487
G6,Runtime Error+Time Limit Exceeded,101
G6,Runtime Error+Time Limit Exceeded,1063
G6,Runtime Error+Time Limit Exceeded,436
G6,Runtime Error+Time Limit Exceeded,432
G6,Runtime Error+Time Limit Exceeded,1962
G6,Runtime Error+Time Limit Exceeded,231
G6,Runtime Error+Time Limit Exceeded,266
G6,Runtime Error+Time Limit Exceeded,2792
G6,Runtime Error+Time Limit Exceeded,807
G6,Runtime Error+Time Limit Exceeded,146
G6,Runtime Error+Time Limit Exceeded,1969
G6,Runtime Error+Time Limit Exceeded,105
G6,Runtime Error+Time Limit Exceeded,798
G6,Runtime Error+Time Limit Exceeded,1515
G6,Runtime Error+Time Limit Exceeded,912
G6,Runtime Error+Time Limit Exceeded,992
G6,Runtime Error+Time Limit Exceeded,2073
G6,Runtime Error+Time Limit Exceeded,740
G6,Runtime Error+Time Limit Exceeded,841
G6,Runtime Error+Time Limit Exceeded,807
G6,Runtime Error+Time Limit Exceeded,2370
G6,Runtime Error+Time Limit Exceeded,2176
G6,Runtime Error+Time Limit Exceeded,3388
G6,Runtime Error+Time Limit Exceeded,309
G6,Runtime Error+Time Limit Exceeded,1242
G6,Runtime Error+Time Limit Exceeded,8355
G6,Runtime Error+Time Limit Exceeded,16495
G6,Runtime Error+Time Limit Exceeded,3785
G6,Runtime Error+Time Limit Exceeded,1497
G6,Runtime Error+Time Limit Exceeded,1907
G6,Runtime Error+Time Limit Exceeded,800
G6,Runtime Error+Time Limit Exceeded,2572
G6,Runtime Error+Time Limit Exceeded,598
G6,Runtime Error+Time Limit Exceeded,339
G6,Runtime Error+Time Limit Exceeded,5366
G6,Runtime Error+Time Limit Exceeded,6348
G6,Runtime Error+Time Limit Exceeded,4397
G6,Runtime Error+Time Limit Exceeded,5230
G6,Runtime Error+Time Limit Exceeded,3967
G6,Runtime Error+Time Limit Exceeded,1770
G6,Runtime Error+Time Limit Exceeded,38064
G6,Runtime Error+Time Limit Exceeded,2142
G6,Runtime Error+Time Limit Exceeded,833
G6,Runtime Error+Time Limit Exceeded,661
G6,Runtime Error+Time Limit Exceeded,5674
G6,Runtime Error+Time Limit Exceeded,10077
G6,Runtime Error+Time Limit Exceeded,81
G6,Runtime Error+Time Limit Exceeded,1235
G6,Runtime Error+Time Limit Exceeded,1050
G6,Runtime Error+Time Limit Exceeded,452
G6,Runtime Error+Time Limit Exceeded,5284
G6,Runtime Error+Time Limit Exceeded,339
G6,Runtime Error+Time Limit Exceeded,1353
G6,Runtime Error+Time Limit Exceeded,863
G6,Runtime Error+Time Limit Exceeded,4289
G6,Runtime Error+Time Limit Exceeded,34551
G6,Runtime Error+Time Limit Exceeded,1916
G6,Runtime Error+Time Limit Exceeded,7775
G6,Runtime Error+Time Limit Exceeded,540
G6,Runtime Error+Time Limit Exceeded,223
G6,Runtime Error+Time Limit Exceeded,605
G6,Runtime Error+Time Limit Exceeded,4932
G6,Runtime Error+Time Limit Exceeded,532
G6,Runtime Error+Time Limit Exceeded,399
G6,Runtime Error+Time Limit Exceeded,24229
G6,Runtime Error+Time Limit Exceeded,7987
G6,Runtime Error+Time Limit Exceeded,36990
G6,Runtime Error+Time Limit Exceeded,250
G6,Runtime Error+Time Limit Exceeded,4104
G6,Runtime Error+Time Limit Exceeded,265
G6,Runtime Error+Time Limit Exceeded,62
G6,Runtime Error+Time Limit Exceeded,830
G6,Runtime Error+Time Limit Exceeded,26840
G6,Runtime Error+Time Limit Exceeded,8898
G6,Runtime Error+Time Limit Exceeded,1140
G6,Runtime Error+Time Limit Exceeded,17502
G6,Runtime Error+Time Limit Exceeded,14715
G6,Runtime Error+Time Limit Exceeded,1556
G6,Runtime Error+Time Limit Exceeded,4580
G6,Runtime Error+Time Limit Exceeded,489
G6,Runtime Error+Time Limit Exceeded,2499
G6,Runtime Error+Time Limit Exceeded,6420
G6,Runtime Error+Time Limit Exceeded,2130
G6,Runtime Error+Time Limit Exceeded,674
G6,Runtime Error+Time Limit Exceeded,3575
G6,Runtime Error+Time Limit Exceeded,2652
G6,Runtime Error+Time Limit Exceeded,2874
G6,Runtime Error+Time Limit Exceeded,3119
G6,Runtime Error+Time Limit Exceeded,2965
G6,Runtime Error+Time Limit Exceeded,397
G6,Runtime Error+Time Limit Exceeded,958
G6,Runtime Error+Time Limit Exceeded,1294
G6,Runtime Error+Time Limit Exceeded,1708
G6,Runtime Error+Time Limit Exceeded,945
G6,Runtime Error+Time Limit Exceeded,3380
G6,Runtime Error+Time Limit Exceeded,600
G6,Runtime Error+Time Limit Exceeded,712
G6,Runtime Error+Time Limit Exceeded,1492
G6,Runtime Error+Time Limit Exceeded,2848
G6,Runtime Error+Time Limit Exceeded,3187
G6,Runtime Error+Time Limit Exceeded,1220
G6,Runtime Error+Time Limit Exceeded,2590
G6,Runtime Error+Time Limit Exceeded,3500
G6,Runtime Error+Time Limit Exceeded,5514
G6,Runtime Error+Time Limit Exceeded,1645
G6,Runtime Error+Time Limit Exceeded,3895
G6,Runtime Error+Time Limit Exceeded,13413
G6,Runtime Error+Time Limit Exceeded,887
G6,Runtime Error+Time Limit Exceeded,2967
G6,Runtime Error+Time Limit Exceeded,627
G6,Runtime Error+Time Limit Exceeded,409
G6,Runtime Error+Time Limit Exceeded,2646
G6,Runtime Error+Time Limit Exceeded,896
G6,Runtime Error+Time Limit Exceeded,539
G6,Runtime Error+Time Limit Exceeded,3172
G6,Runtime Error+Time Limit Exceeded,1496
G6,Runtime Error+Time Limit Exceeded,12343
G6,Runtime Error+Time Limit Exceeded,1286
G6,Runtime Error+Time Limit Exceeded,12765
G6,Runtime Error+Time Limit Exceeded,1707
G6,Runtime Error+Time Limit Exceeded,723
G6,Runtime Error+Time Limit Exceeded,61
G6,Runtime Error+Time Limit Exceeded,573
G6,Runtime Error+Time Limit Exceeded,32755
G6,Runtime Error+Time Limit Exceeded,2538
G6,Runtime Error+Time Limit Exceeded,456
G6,Runtime Error+Time Limit Exceeded,6411
G6,Runtime Error+Time Limit Exceeded,414
G6,Runtime Error+Time Limit Exceeded,20061
G6,Runtime Error+Time Limit Exceeded,2644
G6,Runtime Error+Time Limit Exceeded,1889
G6,Runtime Error+Time Limit Exceeded,4479
G6,Runtime Error+Time Limit Exceeded,8629
G6,Runtime Error+Time Limit Exceeded,1963
G6,Runtime Error+Time Limit Exceeded,15439
G6,Runtime Error+Time Limit Exceeded,669
G6,Runtime Error+Time Limit Exceeded,8636
G6,Runtime Error+Time Limit Exceeded,272
G6,Runtime Error+Time Limit Exceeded,4106
G6,Runtime Error+Time Limit Exceeded,22957
G6,Runtime Error+Time Limit Exceeded,150
G6,Runtime Error+Time Limit Exceeded,9337
G6,Runtime Error+Time Limit Exceeded,5303
G6,Runtime Error+Time Limit Exceeded,830
G6,Runtime Error+Time Limit Exceeded,10120
G6,Runtime Error+Time Limit Exceeded,34647
G6,Runtime Error+Time Limit Exceeded,1266
G6,Runtime Error+Time Limit Exceeded,630
G6,Runtime Error+Time Limit Exceeded,929
G6,Runtime Error+Time Limit Exceeded,3674
G6,Runtime Error+Time Limit Exceeded,2687
G6,Runtime Error+Time Limit Exceeded,7366
G6,Runtime Error+Time Limit Exceeded,5504
G6,Runtime Error+Time Limit Exceeded,38380
G6,Runtime Error+Time Limit Exceeded,7203
G6,Runtime Error+Time Limit Exceeded,5370
G6,Runtime Error+Time Limit Exceeded,290
G6,Runtime Error+Time Limit Exceeded,3895
G6,Runtime Error+Time Limit Exceeded,2739
G6,Runtime Error+Time Limit Exceeded,16978
G6,Runtime Error+Time Limit Exceeded,11263
G6,Runtime Error+Time Limit Exceeded,3103
G6,Runtime Error+Time Limit Exceeded,298
G6,Runtime Error+Time Limit Exceeded,9074
G6,Runtime Error+Time Limit Exceeded,3015
G6,Runtime Error+Time Limit Exceeded,2134
G6,Runtime Error+Time Limit Exceeded,1058
G6,Runtime Error+Time Limit Exceeded,94
G6,Runtime Error+Time Limit Exceeded,2991
G6,Runtime Error+Time Limit Exceeded,641
G6,Runtime Error+Time Limit Exceeded,3430
G6,Runtime Error+Time Limit Exceeded,579
G6,Runtime Error+Time Limit Exceeded,122
G6,Runtime Error+Time Limit Exceeded,13696
G6,Runtime Error+Time Limit Exceeded,840
G6,Runtime Error+Time Limit Exceeded,3371
G6,Runtime Error+Time Limit Exceeded,414
G6,Runtime Error+Time Limit Exceeded,939
G6,Runtime Error+Time Limit Exceeded,652
G6,Runtime Error+Time Limit Exceeded,16921
G6,Runtime Error+Time Limit Exceeded,3953
G6,Runtime Error+Time Limit Exceeded,2667
G6,Runtime Error+Time Limit Exceeded,2208
G6,Runtime Error+Time Limit Exceeded,1737
G6,Runtime Error+Time Limit Exceeded,803
G6,Runtime Error+Time Limit Exceeded,13046
G6,Runtime Error+Time Limit Exceeded,1409
G6,Runtime Error+Time Limit Exceeded,10575
G6,Runtime Error+Time Limit Exceeded,720
G6,Runtime Error+Time Limit Exceeded,6326
G6,Runtime Error+Time Limit Exceeded,2674
G6,Runtime Error+Time Limit Exceeded,509
G6,Runtime Error+Time Limit Exceeded,332
G6,Runtime Error+Time Limit Exceeded,1192
G6,Runtime Error+Time Limit Exceeded,446
G6,Runtime Error+Time Limit Exceeded,87
G6,Runtime Error+Time Limit Exceeded,100
G6,Runtime Error+Time Limit Exceeded,1952
G6,Runtime Error+Time Limit Exceeded,4492
G6,Runtime Error+Time Limit Exceeded,994
G6,Runtime Error+Time Limit Exceeded,60
G6,Runtime Error+Time Limit Exceeded,796
G6,Runtime Error+Time Limit Exceeded,567
G6,Runtime Error+Time Limit Exceeded,394
G6,Runtime Error+Time Limit Exceeded,462
G6,Runtime Error+Time Limit Exceeded,310
G6,Runtime Error+Time Limit Exceeded,402
G6,Runtime Error+Time Limit Exceeded,3379
G6,Runtime Error+Time Limit Exceeded,5946
G6,Runtime Error+Time Limit Exceeded,843
G6,Runtime Error+Time Limit Exceeded,9010
G6,Runtime Error+Time Limit Exceeded,380
G6,Runtime Error+Time Limit Exceeded,9859
G6,Runtime Error+Time Limit Exceeded,2829
G6,Runtime Error+Time Limit Exceeded,7167
G6,Runtime Error+Time Limit Exceeded,106
G6,Runtime Error+Time Limit Exceeded,672
G6,Runtime Error+Time Limit Exceeded,563
G6,Runtime Error+Time Limit Exceeded,663
G6,Runtime Error+Time Limit Exceeded,12500
G6,Runtime Error+Time Limit Exceeded,2820
G6,Runtime Error+Time Limit Exceeded,655
G6,Runtime Error+Time Limit Exceeded,2326
G6,Runtime Error+Time Limit Exceeded,4947
G6,Runtime Error+Time Limit Exceeded,12735
G6,Runtime Error+Time Limit Exceeded,31241
G6,Runtime Error+Time Limit Exceeded,9056
G6,Runtime Error+Time Limit Exceeded,5823
G6,Runtime Error+Time Limit Exceeded,463
G6,Runtime Error+Time Limit Exceeded,231
G6,Runtime Error+Time Limit Exceeded,708
G6,Runtime Error+Time Limit Exceeded,10434
G6,Runtime Error+Time Limit Exceeded,1518
G6,Runtime Error+Time Limit Exceeded,3541
G6,Runtime Error+Time Limit Exceeded,1482
G6,Runtime Error+Time Limit Exceeded,4659
G6,Runtime Error+Time Limit Exceeded,2584
G6,Runtime Error+Time Limit Exceeded,961
G6,Runtime Error+Time Limit Exceeded,6720
G6,Runtime Error+Time Limit Exceeded,410
G6,Runtime Error+Time Limit Exceeded,1285
G6,Runtime Error+Time Limit Exceeded,14287
G6,Runtime Error+Time Limit Exceeded,9624
G6,Runtime Error+Time Limit Exceeded,1502
G6,Runtime Error+Time Limit Exceeded,3181
G6,Runtime Error+Time Limit Exceeded,3455
G6,Runtime Error+Time Limit Exceeded,35768
G6,Runtime Error+Time Limit Exceeded,1537
G6,Runtime Error+Time Limit Exceeded,636
G6,Runtime Error+Time Limit Exceeded,346
G6,Runtime Error+Time Limit Exceeded,1700
G6,Runtime Error+Time Limit Exceeded,304
G6,Runtime Error+Time Limit Exceeded,2045
G6,Runtime Error+Time Limit Exceeded,1235
G6,Runtime Error+Time Limit Exceeded,667
G6,Runtime Error+Time Limit Exceeded,2618
G6,Runtime Error+Time Limit Exceeded,1083
G6,Runtime Error+Time Limit Exceeded,5486
G6,Runtime Error+Time Limit Exceeded,6135
G6,Runtime Error+Time Limit Exceeded,1249
G6,Runtime Error+Time Limit Exceeded,1360
G6,Runtime Error+Time Limit Exceeded,4127
G6,Runtime Error+Time Limit Exceeded,851
G6,Runtime Error+Time Limit Exceeded,485
G6,Runtime Error+Time Limit Exceeded,968
G6,Runtime Error+Time Limit Exceeded,284
G6,Runtime Error+Time Limit Exceeded,725
G6,Runtime Error+Time Limit Exceeded,421
G6,Runtime Error+Time Limit Exceeded,2089
G6,Runtime Error+Time Limit Exceeded,5823
G6,Runtime Error+Time Limit Exceeded,426
G6,Runtime Error+Time Limit Exceeded,1882
G6,Runtime Error+Time Limit Exceeded,718
G6,Runtime Error+Time Limit Exceeded,3599
G6,Runtime Error+Time Limit Exceeded,2566
G6,Runtime Error+Time Limit Exceeded,2896
G6,Runtime Error+Time Limit Exceeded,529
G6,Runtime Error+Time Limit Exceeded,434
G6,Runtime Error+Time Limit Exceeded,30683
G6,Runtime Error+Time Limit Exceeded,2399
G6,Runtime Error+Time Limit Exceeded,4886
G6,Runtime Error+Time Limit Exceeded,3296
G6,Runtime Error+Time Limit Exceeded,825
G6,Runtime Error+Time Limit Exceeded,2003
G6,Runtime Error+Time Limit Exceeded,744
G6,Runtime Error+Time Limit Exceeded,3660
G6,Runtime Error+Time Limit Exceeded,275
G6,Runtime Error+Time Limit Exceeded,811
G6,Runtime Error+Time Limit Exceeded,758
G6,Runtime Error+Time Limit Exceeded,1213
G6,Runtime Error+Time Limit Exceeded,1565
G6,Runtime Error+Time Limit Exceeded,5193
G6,Runtime Error+Time Limit Exceeded,28660
G6,Runtime Error+Time Limit Exceeded,1973
G6,Runtime Error+Time Limit Exceeded,6134
G6,Runtime Error+Time Limit Exceeded,1913
G6,Runtime Error+Time Limit Exceeded,902
G6,Runtime Error+Time Limit Exceeded,3508
G6,Runtime Error+Time Limit Exceeded,305
G6,Runtime Error+Time Limit Exceeded,2001
G6,Runtime Error+Time Limit Exceeded,124
G6,Runtime Error+Time Limit Exceeded,368
G6,Runtime Error+Time Limit Exceeded,14537
G6,Runtime Error+Time Limit Exceeded,770
G6,Runtime Error+Time Limit Exceeded,42986
G6,Runtime Error+Time Limit Exceeded,1693
G6,Runtime Error+Time Limit Exceeded,395
G6,Runtime Error+Time Limit Exceeded,12520
G6,Runtime Error+Time Limit Exceeded,1600
G6,Runtime Error+Time Limit Exceeded,1727
G6,Runtime Error+Time Limit Exceeded,1150
G6,Runtime Error+Time Limit Exceeded,5413
G6,Runtime Error+Time Limit Exceeded,5778
G6,Runtime Error+Time Limit Exceeded,1095
G6,Runtime Error+Time Limit Exceeded,3029
G6,Runtime Error+Time Limit Exceeded,5874
G6,Runtime Error+Time Limit Exceeded,1452
G6,Runtime Error+Time Limit Exceeded,130
G6,Runtime Error+Time Limit Exceeded,15399
G6,Runtime Error+Time Limit Exceeded,18030
G6,Runtime Error+Time Limit Exceeded,2000
G6,Runtime Error+Time Limit Exceeded,873
G6,Runtime Error+Time Limit Exceeded,1984
G6,Runtime Error+Time Limit Exceeded,2558
G6,Runtime Error+Time Limit Exceeded,1493
G6,Runtime Error+Time Limit Exceeded,37767
G6,Runtime Error+Time Limit Exceeded,1986
G6,Runtime Error+Time Limit Exceeded,209
G6,Runtime Error+Time Limit Exceeded,2172
G6,Runtime Error+Time Limit Exceeded,3491
G6,Runtime Error+Time Limit Exceeded,456
G6,Runtime Error+Time Limit Exceeded,15983
G6,Runtime Error+Time Limit Exceeded,621
G6,Runtime Error+Time Limit Exceeded,1493
G6,Runtime Error+Time Limit Exceeded,17417
G6,Runtime Error+Time Limit Exceeded,3410
G6,Runtime Error+Time Limit Exceeded,2845
G6,Runtime Error+Time Limit Exceeded,695
G6,Runtime Error+Time Limit Exceeded,273
G6,Runtime Error+Time Limit Exceeded,923
G6,Runtime Error+Time Limit Exceeded,9557
G6,Runtime Error+Time Limit Exceeded,2385
G6,Runtime Error+Time Limit Exceeded,1319
G6,Runtime Error+Time Limit Exceeded,3194
G6,Runtime Error+Time Limit Exceeded,22395
G6,Runtime Error+Time Limit Exceeded,3376
G6,Runtime Error+Time Limit Exceeded,22050
G6,Runtime Error+Time Limit Exceeded,591
G6,Runtime Error+Time Limit Exceeded,3185
G6,Runtime Error+Time Limit Exceeded,18141
G6,Runtime Error+Time Limit Exceeded,10044
G6,Runtime Error+Time Limit Exceeded,1784
G6,Runtime Error+Time Limit Exceeded,2129
G6,Runtime Error+Time Limit Exceeded,3717
G6,Runtime Error+Time Limit Exceeded,1221
G6,Runtime Error+Time Limit Exceeded,4350
G6,Runtime Error+Time Limit Exceeded,1472
G6,Runtime Error+Time Limit Exceeded,519
G6,Runtime Error+Time Limit Exceeded,13967
G6,Runtime Error+Time Limit Exceeded,3494
G6,Runtime Error+Time Limit Exceeded,91
G6,Runtime Error+Time Limit Exceeded,1053
G6,Runtime Error+Time Limit Exceeded,227
G6,Runtime Error+Time Limit Exceeded,6087
G6,Runtime Error+Time Limit Exceeded,817
G6,Runtime Error+Time Limit Exceeded,1967
G6,Runtime Error+Time Limit Exceeded,571
G6,Runtime Error+Time Limit Exceeded,84
G6,Runtime Error+Time Limit Exceeded,42174
G6,Runtime Error+Time Limit Exceeded,2165
G6,Runtime Error+Time Limit Exceeded,314
G6,Runtime Error+Time Limit Exceeded,401
G6,Runtime Error+Time Limit Exceeded,869
G6,Runtime Error+Time Limit Exceeded,1026
G6,Runtime Error+Time Limit Exceeded,780
G6,Runtime Error+Time Limit Exceeded,1351
G6,Runtime Error+Time Limit Exceeded,2702
G6,Runtime Error+Time Limit Exceeded,3639
G6,Runtime Error+Time Limit Exceeded,2987
G6,Runtime Error+Time Limit Exceeded,4726
G6,Runtime Error+Time Limit Exceeded,7416
G6,Runtime Error+Time Limit Exceeded,1569
G6,Runtime Error+Time Limit Exceeded,594
G6,Runtime Error+Time Limit Exceeded,421
G6,Runtime Error+Time Limit Exceeded,3515
G6,Runtime Error+Time Limit Exceeded,15323
G6,Runtime Error+Time Limit Exceeded,353
G6,Runtime Error+Time Limit Exceeded,36779
G6,Runtime Error+Time Limit Exceeded,1057
G6,Runtime Error+Time Limit Exceeded,2741
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,8783
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,3634
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,3119
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,23170
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,4030
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1040
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,2765
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,9902
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,6841
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,37983
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,40413
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,4900
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1689
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,2302
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,2469
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,12818
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,2567
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,2789
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,4152
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,5315
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,9308
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1651
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,10216
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,2192
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,3852
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,13758
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,6915
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,4403
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1325
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,3076
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,9809
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,16784
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,8424
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,6734
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,41894
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,5312
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,10472
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,10838
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,25972
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1097
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,4787
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,4089
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1868
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,36950
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,6580
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1929
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,11095
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1801
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,8359
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,17175
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,973
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,2796
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,20028
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1486
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,39469
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,9565
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,4744
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,5115
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,2333
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,2463
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,2415
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,3063
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,354
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,9918
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,4269
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,5491
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,29100
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,4006
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,6748
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,13889
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,10255
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,37604
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,14671
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,3198
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,2611
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,8080
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,938
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,678
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,3484
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,2643
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,904
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,5008
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1590
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,960
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1785
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,3957
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1659
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,6181
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,11369
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,464
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,8296
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,5634
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1739
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,8602
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,2838
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,3259
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,17221
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,33186
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1379
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,32099
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,2751
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,2089
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,375
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,3208
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,3754
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,4549
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,3896
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1362
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,3489
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,24579
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1521
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,6526
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1821
G6,Runtime Error+Time Limit Exceeded+Wrong Answer,1106
