id,name,dataset,time_limit,memory_limit,rating,tags,complexity
p03000,AtCoder Beginner Contest 130 - Bounding,AtCoder,2000.0,1048576.0,,,
p03001,AtCoder Beginner Contest 130 - Rectangle Cutting,AtCoder,2000.0,1048576.0,,,
p03002,AtCoder Beginner Contest 130 - Enough Array,AtCoder,2000.0,1048576.0,,,
p03003,AtCoder Beginner Contest 130 - Common Subsequence,AtCoder,2000.0,1048576.0,,,
p03004,AtCoder Beginner Contest 130 - Minimum Bounding Box,AtCoder,5000.0,1048576.0,,,
p03011,AtCoder Beginner Contest 129 - Airplane,AtCoder,2000.0,1048576.0,,,
p03012,AtCoder Beginner Contest 129 - Balance,AtCoder,2000.0,1048576.0,,,
p03013,AtCoder Beginner Contest 129 - Typical Stairs,AtCoder,2000.0,1048576.0,,,
p03014,AtCoder Beginner Contest 129 - Lamp,AtCoder,2000.0,1048576.0,,,
p03015,AtCoder Beginner Contest 129 - Sum Equals Xor,AtCoder,2000.0,1048576.0,,,
p03016,AtCoder Beginner Contest 129 - Takahashi's Basics in Education and Learning,AtCoder,3000.0,1048576.0,,,
p03029,AtCoder Beginner Contest 128 - Apple Pie,AtCoder,2000.0,1048576.0,,,
p03030,AtCoder Beginner Contest 128 - Guidebook,AtCoder,2000.0,1048576.0,,,
p03031,AtCoder Beginner Contest 128 - Switches,AtCoder,2000.0,1048576.0,,,
p03032,AtCoder Beginner Contest 128 - equeue,AtCoder,2000.0,1048576.0,,,
p03033,AtCoder Beginner Contest 128 - Roadwork,AtCoder,2000.0,1048576.0,,,
p03034,AtCoder Beginner Contest 128 - Frog Jump,AtCoder,2000.0,1048576.0,,,
p03035,AtCoder Beginner Contest 127 - Ferris Wheel,AtCoder,2000.0,1048576.0,,,
p03036,AtCoder Beginner Contest 127 - Algae,AtCoder,2000.0,1048576.0,,,
p03037,AtCoder Beginner Contest 127 - Prison,AtCoder,2000.0,1048576.0,,,
p03038,AtCoder Beginner Contest 127 - Integer Cards,AtCoder,2000.0,1048576.0,,,
p03039,AtCoder Beginner Contest 127 - Cell Distance,AtCoder,2000.0,1048576.0,,,
p03040,AtCoder Beginner Contest 127 - Absolute Minima,AtCoder,2000.0,1048576.0,,,
p03041,AtCoder Beginner Contest 126 - Changing a Character,AtCoder,2000.0,1048576.0,,,
p03042,AtCoder Beginner Contest 126 - YYMM or MMYY,AtCoder,2000.0,1048576.0,,,
p03043,AtCoder Beginner Contest 126 - Dice and Coin,AtCoder,2000.0,1048576.0,,,
p03044,AtCoder Beginner Contest 126 - Even Relation,AtCoder,2000.0,1048576.0,,,
p03045,AtCoder Beginner Contest 126 - 1 or 2,AtCoder,2000.0,1048576.0,,,
p03046,AtCoder Beginner Contest 126 - XOR Matching,AtCoder,2000.0,1048576.0,,,
p03059,AtCoder Beginner Contest 125 - Biscuit Generator,AtCoder,2000.0,1048576.0,,,
p03060,AtCoder Beginner Contest 125 - Resale,AtCoder,2000.0,1048576.0,,,
p03061,AtCoder Beginner Contest 125 - GCD on Blackboard,AtCoder,2000.0,1048576.0,,,
p03062,AtCoder Beginner Contest 125 - Flipping Signs,AtCoder,2000.0,1048576.0,,,
p03071,AtCoder Beginner Contest 124 - Buttons,AtCoder,2000.0,1048576.0,,,
p03072,AtCoder Beginner Contest 124 - Great Ocean View,AtCoder,2000.0,1048576.0,,,
p03073,AtCoder Beginner Contest 124 - Coloring Colorfully,AtCoder,2000.0,1048576.0,,,
p03074,AtCoder Beginner Contest 124 - Handstand,AtCoder,2000.0,1048576.0,,,
p03075,AtCoder Beginner Contest 123 - Five Antennas,AtCoder,2000.0,1048576.0,,,
p03076,AtCoder Beginner Contest 123 - Five Dishes,AtCoder,2000.0,1048576.0,,,
p03077,AtCoder Beginner Contest 123 - Five Transportations,AtCoder,2000.0,1048576.0,,,
p03078,AtCoder Beginner Contest 123 - Cake 123,AtCoder,2000.0,1048576.0,,,
p03085,AtCoder Beginner Contest 122 - Double Helix,AtCoder,2000.0,1048576.0,,,
p03086,AtCoder Beginner Contest 122 - ATCoder,AtCoder,2000.0,1048576.0,,,
p03087,AtCoder Beginner Contest 122 - GeT AC,AtCoder,2000.0,1048576.0,,,
p03088,AtCoder Beginner Contest 122 - We Like AGC,AtCoder,2000.0,1048576.0,,,
p03101,AtCoder Beginner Contest 121 - White Cells,AtCoder,2000.0,1048576.0,,,
p03102,AtCoder Beginner Contest 121 - Can you solve this?,AtCoder,2000.0,1048576.0,,,
p03103,AtCoder Beginner Contest 121 - Energy Drink Collector,AtCoder,2000.0,1048576.0,,,
p03104,AtCoder Beginner Contest 121 - XOR World,AtCoder,2000.0,1048576.0,,,
p03105,AtCoder Beginner Contest 120 - Favorite Sound,AtCoder,2000.0,1048576.0,,,
p03106,AtCoder Beginner Contest 120 - K-th Common Divisor,AtCoder,2000.0,1048576.0,,,
p03107,AtCoder Beginner Contest 120 - Unification,AtCoder,2000.0,1048576.0,,,
p03108,AtCoder Beginner Contest 120 - Decayed Bridges,AtCoder,2000.0,1048576.0,,,
p03109,AtCoder Beginner Contest 119 - Still TBD,AtCoder,2000.0,1048576.0,,,
p03110,AtCoder Beginner Contest 119 - Digital Gifts,AtCoder,2000.0,1048576.0,,,
p03111,AtCoder Beginner Contest 119 - Synthetic Kadomatsu,AtCoder,2000.0,1048576.0,,,
p03112,AtCoder Beginner Contest 119 - Lazy Faith,AtCoder,2000.0,1048576.0,,,
p03125,AtCoder Beginner Contest 118 - B +/- A,AtCoder,2000.0,1048576.0,,,
p03126,AtCoder Beginner Contest 118 - Foods Loved by Everyone,AtCoder,2000.0,1048576.0,,,
p03127,AtCoder Beginner Contest 118 - Monsters Battle Royale,AtCoder,2000.0,1048576.0,,,
p03128,AtCoder Beginner Contest 118 - Match Matching,AtCoder,2000.0,1048576.0,,,
p03135,AtCoder Beginner Contest 117 - Entrance Examination,AtCoder,2000.0,1048576.0,,,
p03136,AtCoder Beginner Contest 117 - Polygon,AtCoder,2000.0,1048576.0,,,
p03137,AtCoder Beginner Contest 117 - Streamline,AtCoder,2000.0,1048576.0,,,
p03138,AtCoder Beginner Contest 117 - XXOR,AtCoder,2000.0,1048576.0,,,
p03145,AtCoder Beginner Contest 116 - Right Triangle,AtCoder,2000.0,1048576.0,,,
p03146,AtCoder Beginner Contest 116 - Collatz Problem,AtCoder,2000.0,1048576.0,,,
p03147,AtCoder Beginner Contest 116 - Grand Garden,AtCoder,2000.0,1048576.0,,,
p03148,AtCoder Beginner Contest 116 - Various Sushi,AtCoder,2000.0,1048576.0,,,
p03206,AtCoder Beginner Contest 115 - Christmas Eve Eve Eve,AtCoder,2000.0,1048576.0,,,
p03207,AtCoder Beginner Contest 115 - Christmas Eve Eve,AtCoder,2000.0,1048576.0,,,
p03208,AtCoder Beginner Contest 115 - Christmas Eve,AtCoder,2000.0,1048576.0,,,
p03209,AtCoder Beginner Contest 115 - Christmas,AtCoder,2000.0,1048576.0,,,
p03210,AtCoder Beginner Contest 114 - 753,AtCoder,2000.0,1048576.0,,,
p03211,AtCoder Beginner Contest 114 - 754,AtCoder,2000.0,1048576.0,,,
p03212,AtCoder Beginner Contest 114 - 755,AtCoder,2000.0,1048576.0,,,
p03213,AtCoder Beginner Contest 114 - 756,AtCoder,2000.0,1048576.0,,,
p03219,AtCoder Beginner Contest 113 - Discount Fare,AtCoder,2000.0,1048576.0,,,
p03220,AtCoder Beginner Contest 113 - Palace,AtCoder,2000.0,1048576.0,,,
p03221,AtCoder Beginner Contest 113 - ID,AtCoder,2000.0,1048576.0,,,
p03222,AtCoder Beginner Contest 113 - Number of Amidakuji,AtCoder,2000.0,1048576.0,,,
p03238,AtCoder Beginner Contest 112 - Programming Education,AtCoder,2000.0,1048576.0,,,
p03239,AtCoder Beginner Contest 112 - Time Limit Exceeded,AtCoder,2000.0,1048576.0,,,
p03240,AtCoder Beginner Contest 112 - Pyramid,AtCoder,3000.0,1048576.0,,,
p03241,AtCoder Beginner Contest 112 - Partition,AtCoder,2000.0,1048576.0,,,
p03242,AtCoder Beginner Contest 111 - AtCoder Beginner Contest 999,AtCoder,2000.0,1048576.0,,,
p03243,AtCoder Beginner Contest 111 - AtCoder Beginner Contest 111,AtCoder,2000.0,1048576.0,,,
p03244,AtCoder Beginner Contest 111 - /\/\/\/,AtCoder,2000.0,1048576.0,,,
p03245,AtCoder Beginner Contest 111 - Robot Arms,AtCoder,2000.0,1048576.0,,,
p03250,AtCoder Beginner Contest 110 - Maximize the Formula,AtCoder,2000.0,1048576.0,,,
p03251,AtCoder Beginner Contest 110 - 1 Dimensional World's Tale,AtCoder,2000.0,1048576.0,,,
p03252,AtCoder Beginner Contest 110 - String Transformation,AtCoder,2000.0,1048576.0,,,
p03253,AtCoder Beginner Contest 110 - Factorization,AtCoder,2000.0,1048576.0,,,
p03260,AtCoder Beginner Contest 109 - ABC333,AtCoder,2000.0,1048576.0,,,
p03261,AtCoder Beginner Contest 109 - Shiritori,AtCoder,2000.0,1048576.0,,,
p03262,AtCoder Beginner Contest 109 - Skip,AtCoder,2000.0,1048576.0,,,
p03263,AtCoder Beginner Contest 109 - Make Them Even,AtCoder,2000.0,1048576.0,,,
p03264,AtCoder Beginner Contest 108 - Pair,AtCoder,2000.0,1048576.0,,,
p03265,AtCoder Beginner Contest 108 - Ruined Square,AtCoder,2000.0,1048576.0,,,
p03266,AtCoder Beginner Contest 108 - Triangular Relationship,AtCoder,2000.0,1048576.0,,,
p03267,AtCoder Beginner Contest 108 - All Your Paths are Different Lengths,AtCoder,2000.0,1048576.0,,,
p03272,AtCoder Beginner Contest 107 - Train,AtCoder,2000.0,1048576.0,,,
p03273,AtCoder Beginner Contest 107 - Grid Compression,AtCoder,2000.0,1048576.0,,,
p03274,AtCoder Beginner Contest 107 - Candles,AtCoder,2000.0,1048576.0,,,
p03275,AtCoder Beginner Contest 107 - Median of Medians,AtCoder,2000.0,1048576.0,,,
p03280,AtCoder Beginner Contest 106 - Garden,AtCoder,2000.0,1024000.0,,,
p03281,AtCoder Beginner Contest 106 - 105,AtCoder,2000.0,1024000.0,,,
p03282,AtCoder Beginner Contest 106 - To Infinity,AtCoder,2000.0,1024000.0,,,
p03283,AtCoder Beginner Contest 106 - AtCoder Express 2,AtCoder,3000.0,1024000.0,,,
p03284,AtCoder Beginner Contest 105 - AtCoder Crackers,AtCoder,2000.0,1048576.0,,,
p03285,AtCoder Beginner Contest 105 - Cakes and Donuts,AtCoder,2000.0,1048576.0,,,
p03286,AtCoder Beginner Contest 105 - Base -2 Number,AtCoder,2000.0,1048576.0,,,
p03287,AtCoder Beginner Contest 105 - Candy Distribution,AtCoder,2000.0,1048576.0,,,
p03288,AtCoder Beginner Contest 104 - Rated for Me,AtCoder,2000.0,1048576.0,,,
p03289,AtCoder Beginner Contest 104 - AcCepted,AtCoder,2000.0,1048576.0,,,
p03290,AtCoder Beginner Contest 104 - All Green,AtCoder,2000.0,1048576.0,,,
p03291,AtCoder Beginner Contest 104 - We Love ABC,AtCoder,2000.0,1048576.0,,,
p03292,AtCoder Beginner Contest 103 - Task Scheduling Problem,AtCoder,2000.0,1048576.0,,,
p03293,AtCoder Beginner Contest 103 - String Rotation,AtCoder,2000.0,1048576.0,,,
p03294,AtCoder Beginner Contest 103 - Modulo Summation,AtCoder,2000.0,1048576.0,,,
p03295,AtCoder Beginner Contest 103 - Islands War,AtCoder,2000.0,1048576.0,,,
p03307,AtCoder Beginner Contest 102 - Multiple of 2 and N,AtCoder,2000.0,1048576.0,,,
p03308,AtCoder Beginner Contest 102 - Maximum Difference,AtCoder,2000.0,1048576.0,,,
p03309,AtCoder Beginner Contest 102 - Linear Approximation,AtCoder,2000.0,1048576.0,,,
p03310,AtCoder Beginner Contest 102 - Equal Cut,AtCoder,2000.0,1048576.0,,,
p03315,AtCoder Beginner Contest 101 - Eating Symbols Easy,AtCoder,2000.0,1048576.0,,,
p03316,AtCoder Beginner Contest 101 - Digit Sums,AtCoder,2000.0,1048576.0,,,
p03317,AtCoder Beginner Contest 101 - Minimization,AtCoder,2000.0,1048576.0,,,
p03318,AtCoder Beginner Contest 101 - Snuke Numbers,AtCoder,2000.0,1048576.0,,,
p03323,AtCoder Beginner Contest 100 - Happy Birthday!,AtCoder,2000.0,1024000.0,,,
p03324,AtCoder Beginner Contest 100 - Ringo's Favorite Numbers,AtCoder,2000.0,1024000.0,,,
p03325,AtCoder Beginner Contest 100 - *3 or /2,AtCoder,2000.0,1024000.0,,,
p03326,AtCoder Beginner Contest 100 - Patisserie ABC,AtCoder,2000.0,1024000.0,,,
p03327,AtCoder Beginner Contest 099 - ABD,AtCoder,2000.0,262144.0,,,
p03328,AtCoder Beginner Contest 099 - Stone Monument,AtCoder,2000.0,262144.0,,,
p03329,AtCoder Beginner Contest 099 - Strange Bank,AtCoder,2000.0,262144.0,,,
p03330,AtCoder Beginner Contest 099 - Good Grid,AtCoder,2000.0,262144.0,,,
p03337,AtCoder Beginner Contest 098 - Add Sub Mul,AtCoder,2000.0,1048576.0,,,
p03338,AtCoder Beginner Contest 098 - Cut and Count,AtCoder,2000.0,1048576.0,,,
p03339,AtCoder Beginner Contest 098 - Attention,AtCoder,2000.0,1048576.0,,,
p03340,AtCoder Beginner Contest 098 - Xor Sum 2,AtCoder,2000.0,1048576.0,,,
p03351,AtCoder Beginner Contest 097 - Colorful Transceivers,AtCoder,2000.0,1048576.0,,,
p03352,AtCoder Beginner Contest 097 - Exponential,AtCoder,2000.0,1048576.0,,,
p03353,AtCoder Beginner Contest 097 - K-th Substring,AtCoder,2000.0,1048576.0,,,
p03354,AtCoder Beginner Contest 097 - Equals,AtCoder,2000.0,1048576.0,,,
p03359,AtCoder Beginner Contest 096 - Day of Takahashi,AtCoder,2000.0,262144.0,,,
p03360,AtCoder Beginner Contest 096 - Maximum Sum,AtCoder,2000.0,262144.0,,,
p03361,AtCoder Beginner Contest 096 - Grid Repainting 2,AtCoder,2000.0,262144.0,,,
p03362,AtCoder Beginner Contest 096 - Five  Five Everywhere,AtCoder,2000.0,262144.0,,,
p03369,AtCoder Beginner Contest 095 - Something on It,AtCoder,2000.0,262144.0,,,
p03370,AtCoder Beginner Contest 095 - Bitter Alchemy,AtCoder,2000.0,262144.0,,,
p03371,AtCoder Beginner Contest 095 - Half and Half,AtCoder,2000.0,262144.0,,,
p03372,AtCoder Beginner Contest 095 - Static Sushi,AtCoder,2000.0,262144.0,,,
p03377,AtCoder Beginner Contest 094 - Cats and Dogs,AtCoder,2000.0,262144.0,,,
p03378,AtCoder Beginner Contest 094 - Toll Gates,AtCoder,2000.0,262144.0,,,
p03379,AtCoder Beginner Contest 094 - Many Medians,AtCoder,2000.0,262144.0,,,
p03380,AtCoder Beginner Contest 094 - Binomial Coefficients,AtCoder,2000.0,262144.0,,,
p03385,AtCoder Beginner Contest 093 - abc of ABC,AtCoder,2000.0,262144.0,,,
p03386,AtCoder Beginner Contest 093 - Small and Large Integers,AtCoder,2000.0,262144.0,,,
p03387,AtCoder Beginner Contest 093 - Same Integers,AtCoder,2000.0,262144.0,,,
p03388,AtCoder Beginner Contest 093 - Worst Case,AtCoder,2000.0,262144.0,,,
p03399,AtCoder Beginner Contest 092 - Traveling Budget,AtCoder,2000.0,262144.0,,,
p03400,AtCoder Beginner Contest 092 - Chocolate,AtCoder,2000.0,262144.0,,,
p03401,AtCoder Beginner Contest 092 - Traveling Plan,AtCoder,2000.0,262144.0,,,
p03402,AtCoder Beginner Contest 092 - Grid Components,AtCoder,2000.0,262144.0,,,
p03407,AtCoder Beginner Contest 091 - Two Coins,AtCoder,2000.0,262144.0,,,
p03408,AtCoder Beginner Contest 091 - Two Colors Card Game,AtCoder,2000.0,262144.0,,,
p03409,AtCoder Beginner Contest 091 - 2D Plane 2N Points,AtCoder,2000.0,262144.0,,,
p03410,AtCoder Beginner Contest 091 - Two Sequences,AtCoder,3000.0,262144.0,,,
p03415,AtCoder Beginner Contest 090 - Diagonal String,AtCoder,2000.0,262144.0,,,
p03416,AtCoder Beginner Contest 090 - Palindromic Numbers,AtCoder,2000.0,262144.0,,,
p03417,AtCoder Beginner Contest 090 - Flip Flip  and Flip......,AtCoder,2000.0,262144.0,,,
p03418,AtCoder Beginner Contest 090 - Remainder Reminder,AtCoder,2000.0,262144.0,,,
p03423,AtCoder Beginner Contest 089 - Grouping 2,AtCoder,2000.0,262144.0,,,
p03424,AtCoder Beginner Contest 089 - Hina Arare,AtCoder,2000.0,262144.0,,,
p03425,AtCoder Beginner Contest 089 - March,AtCoder,2000.0,262144.0,,,
p03426,AtCoder Beginner Contest 089 - Practical Skill Test,AtCoder,2000.0,262144.0,,,
p03433,AtCoder Beginner Contest 088 - Infinite Coins,AtCoder,2000.0,262144.0,,,
p03434,AtCoder Beginner Contest 088 - Card Game for Two,AtCoder,2000.0,262144.0,,,
p03435,AtCoder Beginner Contest 088 - Takahashi's Information,AtCoder,2000.0,262144.0,,,
p03436,AtCoder Beginner Contest 088 - Grid Repainting,AtCoder,2000.0,262144.0,,,
p03447,AtCoder Beginner Contest 087 - Buying Sweets,AtCoder,2000.0,262144.0,,,
p03448,AtCoder Beginner Contest 087 - Coins,AtCoder,2000.0,262144.0,,,
p03449,AtCoder Beginner Contest 087 - Candies,AtCoder,2000.0,262144.0,,,
p03450,AtCoder Beginner Contest 087 - People on a Line,AtCoder,2000.0,262144.0,,,
p03455,AtCoder Beginner Contest 086 - Product,AtCoder,2000.0,262144.0,,,
p03456,AtCoder Beginner Contest 086 - 1 21,AtCoder,2000.0,262144.0,,,
p03457,AtCoder Beginner Contest 086 - Traveling,AtCoder,2000.0,262144.0,,,
p03458,AtCoder Beginner Contest 086 - Checker,AtCoder,2000.0,262144.0,,,
p03469,AtCoder Beginner Contest 085 - Already 2018,AtCoder,2000.0,262144.0,,,
p03470,AtCoder Beginner Contest 085 - Kagami Mochi,AtCoder,2000.0,262144.0,,,
p03471,AtCoder Beginner Contest 085 - Otoshidama,AtCoder,2000.0,262144.0,,,
p03472,AtCoder Beginner Contest 085 - Katana Thrower,AtCoder,2000.0,262144.0,,,
p03473,AtCoder Beginner Contest 084 - New Year,AtCoder,2000.0,262144.0,,,
p03474,AtCoder Beginner Contest 084 - Postal Code,AtCoder,2000.0,262144.0,,,
p03475,AtCoder Beginner Contest 084 - Special Trains,AtCoder,3000.0,262144.0,,,
p03476,AtCoder Beginner Contest 084 - 2017-like Number,AtCoder,2000.0,262144.0,,,
p03477,AtCoder Beginner Contest 083 - Libra,AtCoder,2000.0,262144.0,,,
p03478,AtCoder Beginner Contest 083 - Some Sums,AtCoder,2000.0,262144.0,,,
p03479,AtCoder Beginner Contest 083 - Multiple Gift,AtCoder,2000.0,262144.0,,,
p03480,AtCoder Beginner Contest 083 - Wide Flip,AtCoder,2000.0,262144.0,,,
p03485,AtCoder Beginner Contest 082 - Round Up the Mean,AtCoder,2000.0,262144.0,,,
p03486,AtCoder Beginner Contest 082 - Two Anagrams,AtCoder,2000.0,262144.0,,,
p03487,AtCoder Beginner Contest 082 - Good Sequence,AtCoder,2000.0,262144.0,,,
p03488,AtCoder Beginner Contest 082 - FT Robot,AtCoder,2000.0,524288.0,,,
p03493,AtCoder Beginner Contest 081 - Placing Marbles,AtCoder,2000.0,262144.0,,,
p03494,AtCoder Beginner Contest 081 - Shift only,AtCoder,2000.0,262144.0,,,
p03495,AtCoder Beginner Contest 081 - Not so Diverse,AtCoder,2000.0,262144.0,,,
p03496,AtCoder Beginner Contest 081 - Non-decreasing,AtCoder,2000.0,262144.0,,,
p03501,AtCoder Beginner Contest 080 - Parking,AtCoder,2000.0,262144.0,,,
p03502,AtCoder Beginner Contest 080 - Harshad Number,AtCoder,2000.0,262144.0,,,
p03503,AtCoder Beginner Contest 080 - Shopping Street,AtCoder,2000.0,262144.0,,,
p03504,AtCoder Beginner Contest 080 - Recording,AtCoder,2000.0,262144.0,,,
p03543,AtCoder Beginner Contest 079 - Good Integer,AtCoder,2000.0,262144.0,,,
p03544,AtCoder Beginner Contest 079 - Lucas Number,AtCoder,2000.0,262144.0,,,
p03545,AtCoder Beginner Contest 079 - Train Ticket,AtCoder,2000.0,262144.0,,,
p03546,AtCoder Beginner Contest 079 - Wall,AtCoder,2000.0,262144.0,,,
p03547,AtCoder Beginner Contest 078 - HEX,AtCoder,2000.0,262144.0,,,
p03548,AtCoder Beginner Contest 078 - ISU,AtCoder,2000.0,262144.0,,,
p03549,AtCoder Beginner Contest 078 - HSI,AtCoder,2000.0,262144.0,,,
p03550,AtCoder Beginner Contest 078 - ABS,AtCoder,2000.0,262144.0,,,
p03555,AtCoder Beginner Contest 077 - Rotation,AtCoder,2000.0,262144.0,,,
p03556,AtCoder Beginner Contest 077 - Around Square,AtCoder,2000.0,262144.0,,,
p03557,AtCoder Beginner Contest 077 - Snuke Festival,AtCoder,2000.0,262144.0,,,
p03558,AtCoder Beginner Contest 077 - Small Multiple,AtCoder,2000.0,262144.0,,,
p03563,AtCoder Beginner Contest 076 - Rating Goal,AtCoder,2000.0,262144.0,,,
p03564,AtCoder Beginner Contest 076 - Addition and Multiplication,AtCoder,2000.0,262144.0,,,
p03565,AtCoder Beginner Contest 076 - Dubious Document 2,AtCoder,2000.0,262144.0,,,
p03566,AtCoder Beginner Contest 076 - AtCoder Express,AtCoder,2000.0,262144.0,,,
p03573,AtCoder Beginner Contest 075 - One out of Three,AtCoder,2000.0,262144.0,,,
p03574,AtCoder Beginner Contest 075 - Minesweeper,AtCoder,2000.0,262144.0,,,
p03575,AtCoder Beginner Contest 075 - Bridge,AtCoder,2000.0,262144.0,,,
p03576,AtCoder Beginner Contest 075 - Axis-Parallel Rectangle,AtCoder,2000.0,262144.0,,,
p03597,AtCoder Beginner Contest 074 - Bichrome Cells,AtCoder,2000.0,262144.0,,,
p03598,AtCoder Beginner Contest 074 - Collecting Balls (Easy Version),AtCoder,2000.0,262144.0,,,
p03599,AtCoder Beginner Contest 074 - Sugar Water,AtCoder,3000.0,262144.0,,,
p03600,AtCoder Beginner Contest 074 - Restoring Road Network,AtCoder,2000.0,262144.0,,,
p03605,AtCoder Beginner Contest 073 - September 9,AtCoder,2000.0,262144.0,,,
p03606,AtCoder Beginner Contest 073 - Theater,AtCoder,2000.0,262144.0,,,
p03607,AtCoder Beginner Contest 073 - Write and Erase,AtCoder,2000.0,262144.0,,,
p03608,AtCoder Beginner Contest 073 - joisino's travel,AtCoder,2000.0,262144.0,,,
p03609,AtCoder Beginner Contest 072 - Sandglass2,AtCoder,2000.0,262144.0,,,
p03610,AtCoder Beginner Contest 072 - OddString,AtCoder,2000.0,262144.0,,,
p03611,AtCoder Beginner Contest 072 - Together,AtCoder,2000.0,262144.0,,,
p03612,AtCoder Beginner Contest 072 - Derangement,AtCoder,2000.0,262144.0,,,
p03623,AtCoder Beginner Contest 071 - Meal Delivery,AtCoder,2000.0,262144.0,,,
p03624,AtCoder Beginner Contest 071 - Not Found,AtCoder,2000.0,262144.0,,,
p03625,AtCoder Beginner Contest 071 - Make a Rectangle,AtCoder,2000.0,262144.0,,,
p03626,AtCoder Beginner Contest 071 - Coloring Dominoes,AtCoder,2000.0,262144.0,,,
p03631,AtCoder Beginner Contest 070 - Palindromic Number,AtCoder,2000.0,262144.0,,,
p03632,AtCoder Beginner Contest 070 - Two Switches,AtCoder,2000.0,262144.0,,,
p03633,AtCoder Beginner Contest 070 - Multiple Clocks,AtCoder,2000.0,262144.0,,,
p03634,AtCoder Beginner Contest 070 - Transit Tree Path,AtCoder,2000.0,262144.0,,,
p03635,AtCoder Beginner Contest 069 - K-City,AtCoder,2000.0,262144.0,,,
p03636,AtCoder Beginner Contest 069 - i18n,AtCoder,2000.0,262144.0,,,
p03637,AtCoder Beginner Contest 069 - 4-adjacent,AtCoder,2000.0,262144.0,,,
p03638,AtCoder Beginner Contest 069 - Grid Coloring,AtCoder,2000.0,262144.0,,,
p03643,AtCoder Beginner Contest 068 - ABCxxx,AtCoder,2000.0,262144.0,,,
p03644,AtCoder Beginner Contest 068 - Break Number,AtCoder,2000.0,262144.0,,,
p03645,AtCoder Beginner Contest 068 - Cat Snuke and a Voyage,AtCoder,2000.0,262144.0,,,
p03646,AtCoder Beginner Contest 068 - Decrease (Contestant ver.),AtCoder,2000.0,262144.0,,,
p03657,AtCoder Beginner Contest 067 - Sharing Cookies,AtCoder,2000.0,262144.0,,,
p03658,AtCoder Beginner Contest 067 - Snake Toy,AtCoder,2000.0,262144.0,,,
p03659,AtCoder Beginner Contest 067 - Splitting Pile,AtCoder,2000.0,262144.0,,,
p03660,AtCoder Beginner Contest 067 - Fennec VS. Snuke,AtCoder,2000.0,262144.0,,,
p03671,AtCoder Beginner Contest 066 - ringring,AtCoder,2000.0,262144.0,,,
p03672,AtCoder Beginner Contest 066 - ss,AtCoder,2000.0,262144.0,,,
p03673,AtCoder Beginner Contest 066 - pushpush,AtCoder,2000.0,262144.0,,,
p03674,AtCoder Beginner Contest 066 - 11,AtCoder,2000.0,262144.0,,,
p03679,AtCoder Beginner Contest 065 - Expired?,AtCoder,2000.0,262144.0,,,
p03680,AtCoder Beginner Contest 065 - Trained?,AtCoder,2000.0,262144.0,,,
p03681,AtCoder Beginner Contest 065 - Reconciled?,AtCoder,2000.0,262144.0,,,
p03682,AtCoder Beginner Contest 065 - Built?,AtCoder,2000.0,262144.0,,,
p03693,AtCoder Beginner Contest 064 - RGB Cards,AtCoder,2000.0,262144.0,,,
p03694,AtCoder Beginner Contest 064 - Traveling AtCoDeer Problem,AtCoder,2000.0,262144.0,,,
p03695,AtCoder Beginner Contest 064 - Colorful Leaderboard,AtCoder,2000.0,262144.0,,,
p03696,AtCoder Beginner Contest 064 - Insertion,AtCoder,2000.0,262144.0,,,
p03697,AtCoder Beginner Contest 063 - Restricted,AtCoder,2000.0,262144.0,,,
p03698,AtCoder Beginner Contest 063 - Varied,AtCoder,2000.0,262144.0,,,
p03699,AtCoder Beginner Contest 063 - Bugged,AtCoder,2000.0,262144.0,,,
p03700,AtCoder Beginner Contest 063 - Widespread,AtCoder,2000.0,262144.0,,,
p03711,AtCoder Beginner Contest 062 - Grouping,AtCoder,2000.0,262144.0,,,
p03712,AtCoder Beginner Contest 062 - Picture Frame,AtCoder,2000.0,262144.0,,,
p03713,AtCoder Beginner Contest 062 - Chocolate Bar,AtCoder,2000.0,262144.0,,,
p03714,AtCoder Beginner Contest 062 - 3N Numbers,AtCoder,2000.0,262144.0,,,
p03719,AtCoder Beginner Contest 061 - Between Two Integers,AtCoder,2000.0,262144.0,,,
p03720,AtCoder Beginner Contest 061 - Counting Roads,AtCoder,2000.0,262144.0,,,
p03721,AtCoder Beginner Contest 061 - Big Array,AtCoder,2000.0,262144.0,,,
p03722,AtCoder Beginner Contest 061 - Score Attack,AtCoder,2000.0,262144.0,,,
p03729,AtCoder Beginner Contest 060 - Shiritori,AtCoder,2000.0,262144.0,,,
p03730,AtCoder Beginner Contest 060 - Choose Integers,AtCoder,2000.0,262144.0,,,
p03731,AtCoder Beginner Contest 060 - Sentou,AtCoder,2000.0,262144.0,,,
p03732,AtCoder Beginner Contest 060 - Simple Knapsack,AtCoder,2000.0,262144.0,,,
p03737,AtCoder Beginner Contest 059 - Three-letter acronym,AtCoder,2000.0,262144.0,,,
p03738,AtCoder Beginner Contest 059 - Comparison,AtCoder,2000.0,262144.0,,,
p03739,AtCoder Beginner Contest 059 - Sequence,AtCoder,2000.0,262144.0,,,
p03740,AtCoder Beginner Contest 059 - Alice&Brown,AtCoder,2000.0,262144.0,,,
p03759,AtCoder Beginner Contest 058 - ι⊥l,AtCoder,2000.0,262144.0,,,
p03760,AtCoder Beginner Contest 058 - ∵∴∵,AtCoder,2000.0,262144.0,,,
