difficulty,first_error,from_state,to_state,group,count,min,q1,median,q3,max
C,Time Limit Exceeded,Time Limit Exceeded,Time Limit Exceeded,G5,9715,0,169.0,356.0,783.0,43170
C,Time Limit Exceeded,Time Limit Exceeded,Time Limit Exceeded,G6,6611,0,168.0,360.0,812.0,42954
C,Time Limit Exceeded,Time Limit Exceeded,Wrong Answer,G1,17,70,180.0,249.0,568.0,7336
C,Time Limit Exceeded,Time Limit Exceeded,Wrong Answer,G2,273,42,305.0,691.0,1247.0,14474
C,Time Limit Exceeded,Time Limit Exceeded,Wrong Answer,G3,2222,25,320.25,665.5,1417.75,42724
C,Time Limit Exceeded,Time Limit Exceeded,Wrong Answer,G4,5442,15,344.0,678.0,1434.0,42071
C,Time Limit Exceeded,Time Limit Exceeded,Wrong Answer,G5,4453,21,318.0,660.0,1400.0,42313
C,Time Limit Exceeded,Time Limit Exceeded,Wrong Answer,G6,3105,6,308.0,649.0,1481.0,42787
C,Time Limit Exceeded,Wrong Answer,Accepted,G3,1025,8,103.0,249.0,587.0,42558
C,Time Limit Exceeded,Wrong Answer,Accepted,G4,3207,8,109.0,247.0,594.5,42679
C,Time Limit Exceeded,Wrong Answer,Accepted,G5,2878,6,103.0,239.0,593.75,42855
C,Time Limit Exceeded,Wrong Answer,Accepted,G6,2181,7,102.0,238.0,639.0,41018
C,Time Limit Exceeded,Wrong Answer,Compile Error,G2,9,94,142.0,209.0,444.0,579
C,Time Limit Exceeded,Wrong Answer,Compile Error,G3,82,37,136.25,251.0,713.75,9480
C,Time Limit Exceeded,Wrong Answer,Compile Error,G4,181,36,154.0,343.0,766.0,26268
C,Time Limit Exceeded,Wrong Answer,Compile Error,G5,124,34,143.25,387.5,768.25,38333
C,Time Limit Exceeded,Wrong Answer,Compile Error,G6,114,28,152.5,352.5,765.75,40634
C,Time Limit Exceeded,Wrong Answer,Runtime Error,G2,11,31,155.5,343.0,996.5,2963
C,Time Limit Exceeded,Wrong Answer,Runtime Error,G3,124,36,194.0,385.5,946.25,35183
C,Time Limit Exceeded,Wrong Answer,Runtime Error,G4,324,23,175.0,345.5,949.25,42592
C,Time Limit Exceeded,Wrong Answer,Runtime Error,G5,274,20,160.0,405.0,945.75,39517
C,Time Limit Exceeded,Wrong Answer,Runtime Error,G6,172,33,179.25,365.0,1228.0,40972
C,Time Limit Exceeded,Wrong Answer,Time Limit Exceeded,G1,5,36,190.0,379.0,497.0,803
C,Time Limit Exceeded,Wrong Answer,Time Limit Exceeded,G2,99,17,126.0,236.0,573.0,4376
C,Time Limit Exceeded,Wrong Answer,Time Limit Exceeded,G3,580,8,102.0,237.5,578.25,36047
C,Time Limit Exceeded,Wrong Answer,Time Limit Exceeded,G4,1159,11,107.0,249.0,616.5,42868
C,Time Limit Exceeded,Wrong Answer,Time Limit Exceeded,G5,885,10,109.0,250.0,601.0,30727
C,Time Limit Exceeded,Wrong Answer,Time Limit Exceeded,G6,539,10,109.0,241.0,607.0,39341
C,Time Limit Exceeded,Wrong Answer,Wrong Answer,G1,18,112,130.75,246.0,433.75,949
C,Time Limit Exceeded,Wrong Answer,Wrong Answer,G2,188,20,118.0,232.5,515.25,32879
C,Time Limit Exceeded,Wrong Answer,Wrong Answer,G3,1852,7,112.0,247.5,548.5,39109
C,Time Limit Exceeded,Wrong Answer,Wrong Answer,G4,4745,1,108.0,244.0,548.0,42795
C,Time Limit Exceeded,Wrong Answer,Wrong Answer,G5,3506,0,109.0,241.0,539.75,42488
C,Time Limit Exceeded,Wrong Answer,Wrong Answer,G6,2447,0,109.0,248.0,627.0,43047
C,Wrong Answer,Compile Error,Accepted,G3,379,9,35.5,60.0,111.5,5607
C,Wrong Answer,Compile Error,Accepted,G4,968,5,36.0,57.0,109.25,27707
C,Wrong Answer,Compile Error,Accepted,G5,974,8,32.0,48.0,91.0,42155
C,Wrong Answer,Compile Error,Accepted,G6,1198,5,30.0,44.5,86.0,30796
C,Wrong Answer,Compile Error,Compile Error,G1,8,27,61.75,83.0,202.75,747
C,Wrong Answer,Compile Error,Compile Error,G2,61,1,30.0,50.0,75.0,780
C,Wrong Answer,Compile Error,Compile Error,G3,335,1,36.0,62.0,105.0,28050
C,Wrong Answer,Compile Error,Compile Error,G4,536,0,32.0,52.0,103.0,42049
C,Wrong Answer,Compile Error,Compile Error,G5,430,5,33.0,49.5,95.75,19873
C,Wrong Answer,Compile Error,Compile Error,G6,456,6,32.0,50.0,90.0,34078
C,Wrong Answer,Compile Error,Runtime Error,G2,10,10,23.75,51.0,79.0,716
C,Wrong Answer,Compile Error,Runtime Error,G3,60,15,30.5,60.5,161.0,931
C,Wrong Answer,Compile Error,Runtime Error,G4,92,9,36.0,52.0,108.5,26010
C,Wrong Answer,Compile Error,Runtime Error,G5,78,13,31.25,48.5,77.0,9223
C,Wrong Answer,Compile Error,Runtime Error,G6,80,15,29.0,48.0,88.75,16054
C,Wrong Answer,Compile Error,Time Limit Exceeded,G2,9,36,72.0,80.0,650.0,12962
C,Wrong Answer,Compile Error,Time Limit Exceeded,G3,68,12,36.0,69.5,243.0,1684
C,Wrong Answer,Compile Error,Time Limit Exceeded,G4,98,12,33.5,50.5,107.5,3420
C,Wrong Answer,Compile Error,Time Limit Exceeded,G5,67,10,34.0,52.0,97.0,40064
C,Wrong Answer,Compile Error,Time Limit Exceeded,G6,72,14,35.0,55.0,120.25,13453
C,Wrong Answer,Compile Error,Wrong Answer,G1,34,13,41.0,56.5,71.5,940
C,Wrong Answer,Compile Error,Wrong Answer,G2,164,13,37.0,56.0,98.75,1675
C,Wrong Answer,Compile Error,Wrong Answer,G3,869,2,36.0,55.0,105.0,35598
C,Wrong Answer,Compile Error,Wrong Answer,G4,1835,5,33.0,50.0,92.0,35587
C,Wrong Answer,Compile Error,Wrong Answer,G5,1570,7,30.0,44.0,85.0,39149
C,Wrong Answer,Compile Error,Wrong Answer,G6,1621,5,30.0,44.0,78.0,34626
C,Wrong Answer,Runtime Error,Accepted,G3,514,9,68.0,134.5,384.0,42267
C,Wrong Answer,Runtime Error,Accepted,G4,1482,9,65.25,143.0,382.75,43145
C,Wrong Answer,Runtime Error,Accepted,G5,1629,7,59.0,128.0,361.0,41524
C,Wrong Answer,Runtime Error,Accepted,G6,1481,5,58.0,119.0,314.0,42536
C,Wrong Answer,Runtime Error,Compile Error,G2,3,49,86.0,123.0,927.5,1732
C,Wrong Answer,Runtime Error,Compile Error,G3,50,35,126.75,216.0,592.5,42780
C,Wrong Answer,Runtime Error,Compile Error,G4,61,25,98.0,224.0,557.0,25096
C,Wrong Answer,Runtime Error,Compile Error,G5,69,15,121.0,220.0,484.0,18634
C,Wrong Answer,Runtime Error,Compile Error,G6,56,5,86.0,237.5,897.5,39272
C,Wrong Answer,Runtime Error,Runtime Error,G1,11,32,67.5,103.0,174.5,578
C,Wrong Answer,Runtime Error,Runtime Error,G2,120,26,71.75,138.0,400.25,11163
C,Wrong Answer,Runtime Error,Runtime Error,G3,954,10,73.0,132.5,290.5,30079
C,Wrong Answer,Runtime Error,Runtime Error,G4,1846,1,70.0,138.5,320.0,36770
C,Wrong Answer,Runtime Error,Runtime Error,G5,1746,6,72.25,143.0,319.0,42794
C,Wrong Answer,Runtime Error,Runtime Error,G6,1347,1,66.0,140.0,327.5,42626
C,Wrong Answer,Runtime Error,Time Limit Exceeded,G1,1,357,357.0,357.0,357.0,357
C,Wrong Answer,Runtime Error,Time Limit Exceeded,G2,13,63,138.0,222.0,514.0,2382
C,Wrong Answer,Runtime Error,Time Limit Exceeded,G3,99,18,70.0,113.0,272.0,9657
C,Wrong Answer,Runtime Error,Time Limit Exceeded,G4,211,19,70.5,164.0,400.0,38605
C,Wrong Answer,Runtime Error,Time Limit Exceeded,G5,176,17,79.0,246.0,680.25,37816
C,Wrong Answer,Runtime Error,Time Limit Exceeded,G6,150,12,88.25,174.0,408.0,40006
C,Wrong Answer,Runtime Error,Wrong Answer,G1,13,37,86.0,167.0,1014.0,1429
C,Wrong Answer,Runtime Error,Wrong Answer,G2,127,12,69.5,156.0,500.5,18264
C,Wrong Answer,Runtime Error,Wrong Answer,G3,947,7,64.5,144.0,424.5,41970
C,Wrong Answer,Runtime Error,Wrong Answer,G4,2087,7,60.0,130.0,371.0,43149
C,Wrong Answer,Runtime Error,Wrong Answer,G5,2090,5,60.0,140.0,365.0,42746
C,Wrong Answer,Runtime Error,Wrong Answer,G6,1580,5,59.0,132.0,371.0,41649
C,Wrong Answer,Time Limit Exceeded,Accepted,G3,516,25,270.5,574.0,1391.25,43029
C,Wrong Answer,Time Limit Exceeded,Accepted,G4,1361,15,255.0,538.0,1127.0,43019
C,Wrong Answer,Time Limit Exceeded,Accepted,G5,1262,14,190.0,452.0,1068.5,42863
C,Wrong Answer,Time Limit Exceeded,Accepted,G6,925,9,167.0,402.0,1101.0,42485
C,Wrong Answer,Time Limit Exceeded,Compile Error,G2,11,49,104.5,162.0,444.5,887
C,Wrong Answer,Time Limit Exceeded,Compile Error,G3,58,47,225.5,391.0,1005.5,39308
C,Wrong Answer,Time Limit Exceeded,Compile Error,G4,123,39,192.0,368.0,690.0,26024
C,Wrong Answer,Time Limit Exceeded,Compile Error,G5,86,32,225.0,476.0,821.0,41032
C,Wrong Answer,Time Limit Exceeded,Compile Error,G6,80,50,190.5,416.0,1032.5,16563
C,Wrong Answer,Time Limit Exceeded,Runtime Error,G1,2,259,374.75,490.5,606.25,722
C,Wrong Answer,Time Limit Exceeded,Runtime Error,G2,14,161,213.0,668.0,1410.25,3582
C,Wrong Answer,Time Limit Exceeded,Runtime Error,G3,148,53,228.0,521.5,1047.0,23978
C,Wrong Answer,Time Limit Exceeded,Runtime Error,G4,304,34,223.0,462.5,994.75,42482
C,Wrong Answer,Time Limit Exceeded,Runtime Error,G5,237,45,259.0,613.0,1093.0,41025
C,Wrong Answer,Time Limit Exceeded,Runtime Error,G6,176,50,262.25,551.0,1276.0,41569
C,Wrong Answer,Time Limit Exceeded,Time Limit Exceeded,G1,18,99,147.25,211.0,252.25,1680
C,Wrong Answer,Time Limit Exceeded,Time Limit Exceeded,G2,171,5,138.5,255.0,518.0,7812
C,Wrong Answer,Time Limit Exceeded,Time Limit Exceeded,G3,1172,8,158.0,304.0,662.25,42981
C,Wrong Answer,Time Limit Exceeded,Time Limit Exceeded,G4,2153,2,165.0,323.0,673.0,39292
C,Wrong Answer,Time Limit Exceeded,Time Limit Exceeded,G5,1531,0,144.0,286.0,641.5,43034
C,Wrong Answer,Time Limit Exceeded,Time Limit Exceeded,G6,972,5,127.0,272.0,574.5,36178
C,Wrong Answer,Time Limit Exceeded,Wrong Answer,G1,3,77,335.5,594.0,990.0,1386
C,Wrong Answer,Time Limit Exceeded,Wrong Answer,G2,74,92,231.75,443.0,950.0,5788
C,Wrong Answer,Time Limit Exceeded,Wrong Answer,G3,555,13,205.0,483.0,1094.5,39646
C,Wrong Answer,Time Limit Exceeded,Wrong Answer,G4,1225,21,229.0,492.0,1121.0,43018
C,Wrong Answer,Time Limit Exceeded,Wrong Answer,G5,943,22,227.5,488.0,1066.0,41010
C,Wrong Answer,Time Limit Exceeded,Wrong Answer,G6,751,6,188.0,439.0,974.0,42917
C,Wrong Answer,Wrong Answer,Accepted,G3,15491,7,128.0,294.0,721.0,43075
C,Wrong Answer,Wrong Answer,Accepted,G4,52569,4,127.0,287.0,684.0,43198
C,Wrong Answer,Wrong Answer,Accepted,G5,64580,5,121.0,271.0,641.0,43172
C,Wrong Answer,Wrong Answer,Accepted,G6,82849,5,109.0,239.0,557.0,43114
C,Wrong Answer,Wrong Answer,Compile Error,G1,42,22,72.25,183.5,480.25,1872
C,Wrong Answer,Wrong Answer,Compile Error,G2,212,18,134.0,288.0,644.25,25185
C,Wrong Answer,Wrong Answer,Compile Error,G3,1362,8,138.0,313.0,815.75,41590
C,Wrong Answer,Wrong Answer,Compile Error,G4,2937,8,140.0,306.0,765.0,42617
C,Wrong Answer,Wrong Answer,Compile Error,G5,2601,11,124.0,271.0,671.0,42600
C,Wrong Answer,Wrong Answer,Compile Error,G6,2934,5,119.0,261.0,637.0,42576
C,Wrong Answer,Wrong Answer,Runtime Error,G1,29,40,220.0,381.0,1111.0,3329
C,Wrong Answer,Wrong Answer,Runtime Error,G2,217,23,195.0,406.0,965.0,33474
C,Wrong Answer,Wrong Answer,Runtime Error,G3,1723,14,192.0,444.0,1132.5,42108
C,Wrong Answer,Wrong Answer,Runtime Error,G4,4070,13,201.0,457.5,1063.75,42533
C,Wrong Answer,Wrong Answer,Runtime Error,G5,4063,14,187.0,429.0,1074.0,43052
C,Wrong Answer,Wrong Answer,Runtime Error,G6,3320,6,181.0,417.0,1045.5,43035
C,Wrong Answer,Wrong Answer,Time Limit Exceeded,G1,17,54,173.0,293.0,650.0,2021
C,Wrong Answer,Wrong Answer,Time Limit Exceeded,G2,287,23,168.5,332.0,793.5,42961
C,Wrong Answer,Wrong Answer,Time Limit Exceeded,G3,1784,12,151.75,329.0,813.0,42025
C,Wrong Answer,Wrong Answer,Time Limit Exceeded,G4,3706,9,153.0,369.0,910.5,43166
C,Wrong Answer,Wrong Answer,Time Limit Exceeded,G5,2860,5,154.0,373.0,955.0,42984
C,Wrong Answer,Wrong Answer,Time Limit Exceeded,G6,2157,8,157.0,376.0,985.0,42671
C,Wrong Answer,Wrong Answer,Wrong Answer,G1,571,5,110.0,209.0,422.5,25603
C,Wrong Answer,Wrong Answer,Wrong Answer,G2,5188,5,123.0,265.0,596.25,42540
C,Wrong Answer,Wrong Answer,Wrong Answer,G3,36493,0,124.0,271.0,634.0,43178
C,Wrong Answer,Wrong Answer,Wrong Answer,G4,94527,0,127.0,280.0,647.0,43192
C,Wrong Answer,Wrong Answer,Wrong Answer,G5,95311,0,123.0,269.0,623.0,43183
C,Wrong Answer,Wrong Answer,Wrong Answer,G6,93450,0,116.0,246.0,575.0,43089
